City,Temperature,Humidity,Pressure,Datetime
Zurich,3.99,92,1020,2026-03-30 23:01:05
Stockholm,3.69,89,1006,2026-03-30 23:01:05
Oslo,8.21,58,1000,2026-03-30 23:01:05
Copenhagen,5.78,79,1010,2026-03-30 23:01:05
Helsinki,0.16,89,1012,2026-03-30 23:01:05
New York,18.96,42,1020,2026-03-30 23:01:06
Los Angeles,19.97,64,1016,2026-03-30 23:01:06
Chicago,22.13,72,1012,2026-03-30 23:01:06
Houston,26.71,63,1020,2026-03-30 23:01:06
Phoenix,30.12,29,1014,2026-03-30 23:01:07
San Antonio,26.4,56,1019,2026-03-30 23:01:07
San Diego,19.96,79,1016,2026-03-30 23:01:07
Dallas,24.59,66,1018,2026-03-30 23:01:07
San Jose,20.65,46,1014,2026-03-30 23:01:07
San Francisco,19.02,64,1013,2026-03-30 23:01:08
Toronto,14.41,40,1014,2026-03-30 23:01:08
Vancouver,5.53,76,1024,2026-03-30 23:01:08
Montreal,13.39,37,1010,2026-03-30 23:01:08
Mexico City,18.86,39,1018,2026-03-30 23:01:08
Guadalajara,22.87,35,1016,2026-03-30 23:01:09
Tokyo,17.01,81,1016,2026-03-30 23:01:09
Osaka,15.93,88,1012,2026-03-30 23:01:09
Seoul,10.76,100,1009,2026-03-30 23:01:09
Busan,13.99,88,1002,2026-03-30 23:01:09
Beijing,8.94,22,1016,2026-03-30 23:01:10
Shanghai,13.92,82,1014,2026-03-30 23:01:10
Shenzhen,24.88,89,1011,2026-03-30 23:01:10
Guangzhou,25.75,75,1010,2026-03-30 23:01:10
Bangkok,27.94,71,1010,2026-03-30 23:01:10
Jakarta,25.34,96,1012,2026-03-30 23:01:10
Manila,27.5,74,1012,2026-03-30 23:01:11
Singapore,27.96,81,1012,2026-03-30 23:01:11
Kuala Lumpur,26.4,88,1010,2026-03-30 23:01:11
Dubai,23.11,69,1011,2026-03-30 23:01:11
Abu Dhabi,23.74,60,1011,2026-03-30 23:01:11
Riyadh,29.84,15,1007,2026-03-30 23:01:11
Doha,22.99,60,1009,2026-03-30 23:01:12
Istanbul,9.82,98,1009,2026-03-30 23:01:12
Sydney,14.96,87,1024,2026-03-30 23:01:12
Melbourne,25.59,68,1026,2026-03-30 23:01:12
Brisbane,19.4,76,1021,2026-03-30 23:01:12
Perth,18.23,66,1015,2026-03-30 23:01:12
Auckland,17.22,64,1013,2026-03-30 23:01:13
Wellington,13.81,77,1008,2026-03-30 23:01:13
Sao Paulo,26.95,57,1014,2026-03-30 23:01:13
Rio de Janeiro,29.43,70,1012,2026-03-30 23:01:13
Buenos Aires,27.18,83,1015,2026-03-30 23:01:13
Santiago,26.99,35,1013,2026-03-30 23:01:13
Lima,22.14,78,1011,2026-03-30 23:01:14
Bogota,17.27,61,1015,2026-03-30 23:01:14
Cape Town,19.74,71,1014,2026-03-30 23:01:14
Johannesburg,22.52,66,1013,2026-03-30 23:01:14
Cairo,20.42,37,1012,2026-03-30 23:01:14
Lagos,29.53,62,1006,2026-03-30 23:01:15
Nairobi,19.62,73,1013,2026-03-30 23:01:15
Casablanca,17.02,51,1020,2026-03-30 23:01:15
Accra,28.4,72,1007,2026-03-30 23:01:15
Addis Ababa,15.94,71,1014,2026-03-30 23:01:15
Algiers,14.35,39,1023,2026-03-30 23:01:16
Tunis,18.62,30,1013,2026-03-30 23:01:16
Athens,15.22,71,1008,2026-03-30 23:01:16
Budapest,6.62,75,1009,2026-03-30 23:01:16
Prague,5.42,70,1012,2026-03-30 23:01:16
Warsaw,9.55,61,1010,2026-03-30 23:01:17
Lisbon,19.33,47,1027,2026-03-30 23:01:17
Karachi,23.9,50,1010,2026-03-30 23:01:17
Dhaka,23.99,88,1009,2026-03-30 23:01:17
Colombo,28.91,81,1011,2026-03-30 23:01:17
Kathmandu,17.12,100,1012,2026-03-30 23:01:17
Tashkent,19.56,60,1009,2026-03-30 23:01:17
Seattle,3.81,93,1024,2026-03-30 23:01:18
Boston,17.77,45,1016,2026-03-30 23:01:18
Philadelphia,19.1,50,1022,2026-03-30 23:01:18
Detroit,20.62,49,1014,2026-03-30 23:01:18
Anchorage,-7.04,70,1016,2026-03-30 23:01:18
Quito,18.53,66,1014,2026-03-30 23:01:18
La Paz,12.99,58,1019,2026-03-30 23:01:19
Montevideo,25.59,85,1015,2026-03-30 23:01:19
Asuncion,35.7,45,1013,2026-03-30 23:01:19
Caracas,25.67,66,1013,2026-03-30 23:01:19
Dar es Salaam,28.21,74,1010,2026-03-30 23:01:20
Kampala,20.34,78,1008,2026-03-30 23:01:20
Harare,21.57,74,1012,2026-03-30 23:01:20
Dakar,24.07,83,1007,2026-03-30 23:01:21
Tripoli,16.27,65,1014,2026-03-30 23:01:21
Mumbai,27.99,78,1010,2026-03-31 00:37:59
Delhi,24.05,69,1009,2026-03-31 00:37:59
Bangalore,25.01,64,1011,2026-03-31 00:37:59
Chennai,28.34,80,1009,2026-03-31 00:37:59
Kolkata,22.97,94,1008,2026-03-31 00:37:59
Hyderabad,26.73,69,1009,2026-03-31 00:37:59
London,10.65,55,1027,2026-03-31 00:38:00
Manchester,8.69,73,1027,2026-03-31 00:38:00
Paris,9.68,70,1025,2026-03-31 00:38:00
Berlin,4.08,84,1014,2026-03-31 00:38:00
Madrid,14.32,53,1026,2026-03-31 00:38:00
Rome,21.83,60,1026,2026-03-31 00:38:00
Amsterdam,6.92,72,1023,2026-03-31 00:38:01
Brussels,6.78,73,1024,2026-03-31 00:38:01
Vienna,6.22,73,1013,2026-03-31 00:38:01
Zurich,2.91,90,1019,2026-03-31 00:38:01
Stockholm,3.62,89,1007,2026-03-31 00:38:01
Oslo,3.09,90,1001,2026-03-31 00:38:01
Copenhagen,5.01,84,1012,2026-03-31 00:38:02
Helsinki,-0.53,92,1012,2026-03-31 00:38:02
New York,19.76,41,1019,2026-03-31 00:38:02
Los Angeles,22.46,61,1016,2026-03-31 00:38:02
Chicago,24.79,81,1010,2026-03-31 00:38:02
Houston,28.48,56,1019,2026-03-31 00:38:02
Phoenix,32.19,26,1013,2026-03-31 00:38:02
San Antonio,29.11,42,1017,2026-03-31 00:38:03
San Diego,21.65,74,1017,2026-03-31 00:38:03
Dallas,26.29,60,1017,2026-03-31 00:38:03
San Jose,25.21,34,1013,2026-03-31 00:38:03
San Francisco,21.15,55,1014,2026-03-31 00:38:04
Toronto,18.61,42,1013,2026-03-31 00:38:04
Vancouver,7.04,66,1024,2026-03-31 00:38:04
Montreal,14.51,39,1010,2026-03-31 00:38:05
Mexico City,17.75,34,1016,2026-03-31 00:38:05
Guadalajara,26.81,23,1014,2026-03-31 00:38:05
Tokyo,17.11,81,1014,2026-03-31 00:38:05
Osaka,15.93,88,1010,2026-03-31 00:38:05
Seoul,10.76,100,1008,2026-03-31 00:38:06
Busan,11.99,94,1001,2026-03-31 00:38:06
Beijing,8.94,35,1014,2026-03-31 00:38:06
Shanghai,13.92,82,1014,2026-03-31 00:38:06
Shenzhen,24.37,90,1010,2026-03-31 00:38:06
Guangzhou,24.92,80,1009,2026-03-31 00:38:06
Bangkok,27.94,73,1010,2026-03-31 00:38:07
Jakarta,25.27,95,1010,2026-03-31 00:38:07
Manila,27.29,76,1011,2026-03-31 00:38:07
Singapore,27.11,89,1011,2026-03-31 00:38:07
Kuala Lumpur,26.4,88,1010,2026-03-31 00:38:07
Dubai,22.85,70,1011,2026-03-31 00:38:07
Abu Dhabi,23.81,61,1011,2026-03-31 00:38:07
Riyadh,27.81,21,1009,2026-03-31 00:38:08
Doha,23.99,57,1009,2026-03-31 00:38:08
Istanbul,9.82,98,1009,2026-03-31 00:38:08
Sydney,14.5,90,1024,2026-03-31 00:38:08
Melbourne,25.61,70,1025,2026-03-31 00:38:08
Brisbane,18.92,77,1021,2026-03-31 00:38:08
Perth,17.74,62,1015,2026-03-31 00:38:09
Auckland,17.43,62,1014,2026-03-31 00:38:09
Wellington,13.23,89,1012,2026-03-31 00:38:09
Sao Paulo,25.34,72,1015,2026-03-31 00:38:09
Rio de Janeiro,29.33,66,1012,2026-03-31 00:38:09
Buenos Aires,26.28,82,1013,2026-03-31 00:38:09
Santiago,28.37,32,1012,2026-03-31 00:38:10
Lima,22.14,78,1010,2026-03-31 00:38:10
Bogota,16.58,61,1015,2026-03-31 00:38:10
Cape Town,19.42,75,1014,2026-03-31 00:38:10
Johannesburg,21.48,67,1015,2026-03-31 00:38:10
Cairo,18.42,48,1013,2026-03-31 00:38:10
Lagos,27.26,76,1007,2026-03-31 00:38:11
Nairobi,19.93,68,1014,2026-03-31 00:38:11
Casablanca,17.02,51,1021,2026-03-31 00:38:11
Accra,28.23,78,1008,2026-03-31 00:38:11
Addis Ababa,16.49,77,1015,2026-03-31 00:38:11
Algiers,13.79,41,1023,2026-03-31 00:38:11
Tunis,17.78,39,1014,2026-03-31 00:38:12
Athens,14.5,71,1007,2026-03-31 00:38:12
Budapest,5.81,82,1010,2026-03-31 00:38:12
Prague,5.15,75,1014,2026-03-31 00:38:12
Warsaw,8.2,70,1010,2026-03-31 00:38:12
Lisbon,17.39,53,1027,2026-03-31 00:38:12
Karachi,23.9,53,1010,2026-03-31 00:38:13
Dhaka,25.99,83,1009,2026-03-31 00:38:13
Colombo,27.8,84,1010,2026-03-31 00:38:13
Kathmandu,17.12,100,1012,2026-03-31 00:38:13
Tashkent,18.39,62,1010,2026-03-31 00:38:13
Seattle,6.83,77,1024,2026-03-31 00:38:13
Boston,19.6,41,1014,2026-03-31 00:38:14
Philadelphia,19.9,53,1020,2026-03-31 00:38:14
Detroit,21.86,51,1013,2026-03-31 00:38:14
Anchorage,-4.28,64,1015,2026-03-31 00:38:14
Quito,18.53,71,1013,2026-03-31 00:38:14
La Paz,15.99,44,1016,2026-03-31 00:38:14
Montevideo,28.01,78,1014,2026-03-31 00:38:15
Asuncion,36.25,45,1011,2026-03-31 00:38:15
Caracas,24.67,70,1011,2026-03-31 00:38:15
Dar es Salaam,26.21,89,1011,2026-03-31 00:38:15
Kampala,19.57,81,1010,2026-03-31 00:38:15
Harare,18.2,82,1015,2026-03-31 00:38:15
Dakar,22.92,86,1008,2026-03-31 00:38:16
Tripoli,15.83,67,1014,2026-03-31 00:38:16
Mumbai,27.99,78,1010,2026-03-31 01:01:02
Delhi,23.05,73,1009,2026-03-31 01:01:02
Bangalore,24.58,65,1011,2026-03-31 01:01:02
Chennai,28.17,80,1009,2026-03-31 01:01:03
Kolkata,22.97,100,1008,2026-03-31 01:01:03
Hyderabad,26.73,69,1009,2026-03-31 01:01:03
London,10.39,56,1026,2026-03-31 01:01:03
Manchester,8.69,74,1027,2026-03-31 01:01:03
Paris,9.5,71,1025,2026-03-31 01:01:03
Berlin,3.91,84,1015,2026-03-31 01:01:04
Madrid,13.83,55,1026,2026-03-31 01:01:04
Rome,22.02,60,1025,2026-03-31 01:01:04
Amsterdam,6.65,73,1023,2026-03-31 01:01:04
Brussels,6.47,75,1024,2026-03-31 01:01:04
Vienna,6.11,73,1014,2026-03-31 01:01:05
Zurich,3.07,91,1020,2026-03-31 01:01:05
Stockholm,3.62,89,1007,2026-03-31 01:01:05
Oslo,3.09,91,1003,2026-03-31 01:01:05
Copenhagen,4.72,84,1011,2026-03-31 01:01:06
Helsinki,-0.91,92,1012,2026-03-31 01:01:06
New York,20.33,39,1018,2026-03-31 01:01:06
Los Angeles,22.06,62,1016,2026-03-31 01:01:06
Chicago,25.46,60,1010,2026-03-31 01:01:06
Houston,28.59,56,1019,2026-03-31 01:01:06
Phoenix,32.22,26,1013,2026-03-31 01:01:07
San Antonio,29.68,41,1016,2026-03-31 01:01:07
San Diego,21.43,75,1017,2026-03-31 01:01:07
Dallas,26.98,57,1017,2026-03-31 01:01:07
San Jose,26.14,32,1013,2026-03-31 01:01:07
San Francisco,20.21,55,1014,2026-03-31 01:01:07
Toronto,18.56,41,1013,2026-03-31 01:01:08
Vancouver,7.44,66,1024,2026-03-31 01:01:08
Montreal,14.27,42,1010,2026-03-31 01:01:08
Mexico City,17.75,34,1015,2026-03-31 01:01:08
Guadalajara,25.87,24,1012,2026-03-31 01:01:08
Tokyo,17.11,80,1014,2026-03-31 01:01:09
Osaka,17.62,76,1010,2026-03-31 01:01:09
Seoul,10.76,100,1008,2026-03-31 01:01:09
Busan,10.99,93,1001,2026-03-31 01:01:09
Beijing,8.94,35,1014,2026-03-31 01:01:09
Shanghai,13.92,82,1014,2026-03-31 01:01:09
Shenzhen,24.05,92,1010,2026-03-31 01:01:10
Guangzhou,24.91,81,1009,2026-03-31 01:01:10
Bangkok,26.94,71,1009,2026-03-31 01:01:10
Jakarta,25.47,95,1011,2026-03-31 01:01:10
Manila,26.78,79,1011,2026-03-31 01:01:10
Singapore,27.22,88,1010,2026-03-31 01:01:10
Kuala Lumpur,26.4,88,1010,2026-03-31 01:01:10
Dubai,22.8,70,1011,2026-03-31 01:01:11
Abu Dhabi,23.9,60,1010,2026-03-31 01:01:11
Riyadh,27.8,21,1009,2026-03-31 01:01:11
Doha,23.99,57,1009,2026-03-31 01:01:11
Istanbul,9.82,98,1009,2026-03-31 01:01:11
Sydney,13.84,92,1024,2026-03-31 01:01:11
Melbourne,25.44,71,1024,2026-03-31 01:01:12
Brisbane,18.67,79,1021,2026-03-31 01:01:12
Perth,18.05,61,1015,2026-03-31 01:01:12
Auckland,18.02,63,1014,2026-03-31 01:01:12
Wellington,12.68,92,1014,2026-03-31 01:01:12
Sao Paulo,23.56,71,1014,2026-03-31 01:01:12
Rio de Janeiro,26.22,70,1012,2026-03-31 01:01:13
Buenos Aires,26.63,80,1013,2026-03-31 01:01:13
Santiago,28.09,33,1012,2026-03-31 01:01:13
Lima,22.14,78,1010,2026-03-31 01:01:13
Bogota,16.58,61,1014,2026-03-31 01:01:13
Cape Town,19.38,74,1014,2026-03-31 01:01:13
Johannesburg,21.27,68,1015,2026-03-31 01:01:14
Cairo,18.42,48,1013,2026-03-31 01:01:14
Lagos,27.15,78,1008,2026-03-31 01:01:14
Nairobi,18.62,82,1014,2026-03-31 01:01:14
Casablanca,15.96,59,1022,2026-03-31 01:01:14
Accra,28.23,78,1008,2026-03-31 01:01:14
Addis Ababa,16.49,77,1015,2026-03-31 01:01:15
Algiers,13.23,42,1023,2026-03-31 01:01:15
Tunis,17.78,39,1014,2026-03-31 01:01:15
Athens,14.42,71,1008,2026-03-31 01:01:15
Budapest,5.54,83,1010,2026-03-31 01:01:15
Prague,4.96,75,1015,2026-03-31 01:01:15
Warsaw,8.37,68,1010,2026-03-31 01:01:16
Lisbon,16.73,55,1028,2026-03-31 01:01:16
Karachi,23.9,53,1010,2026-03-31 01:01:16
Dhaka,25.99,83,1009,2026-03-31 01:01:16
Colombo,27.8,84,1009,2026-03-31 01:01:16
Kathmandu,17.12,100,1012,2026-03-31 01:01:16
Tashkent,18.39,62,1010,2026-03-31 01:01:17
Seattle,7.38,72,1024,2026-03-31 01:01:17
Boston,19.54,41,1014,2026-03-31 01:01:17
Philadelphia,20.28,50,1020,2026-03-31 01:01:17
Detroit,21.98,59,1013,2026-03-31 01:01:17
Anchorage,-3.7,62,1015,2026-03-31 01:01:17
Quito,18.53,80,1013,2026-03-31 01:01:18
La Paz,15.99,44,1015,2026-03-31 01:01:18
Montevideo,26.07,83,1014,2026-03-31 01:01:18
Asuncion,36.25,45,1010,2026-03-31 01:01:18
Caracas,24.67,70,1012,2026-03-31 01:01:18
Dar es Salaam,26.21,89,1011,2026-03-31 01:01:18
Kampala,19.57,81,1010,2026-03-31 01:01:19
Harare,18.2,82,1015,2026-03-31 01:01:19
Dakar,22.36,87,1008,2026-03-31 01:01:19
Tripoli,15.92,63,1014,2026-03-31 01:01:19
Mumbai,27.99,74,1009,2026-03-31 02:01:02
Delhi,23.05,73,1009,2026-03-31 02:01:02
Bangalore,23.88,68,1010,2026-03-31 02:01:02
Chennai,27.77,81,1009,2026-03-31 02:01:03
Kolkata,22.97,100,1007,2026-03-31 02:01:03
Hyderabad,25.73,78,1009,2026-03-31 02:01:03
London,9.52,60,1027,2026-03-31 02:01:03
Manchester,8.65,77,1027,2026-03-31 02:01:03
Paris,9.42,72,1026,2026-03-31 02:01:03
Berlin,3.15,85,1016,2026-03-31 02:01:03
Madrid,13.06,57,1027,2026-03-31 02:01:04
Rome,22.3,58,1024,2026-03-31 02:01:04
Amsterdam,6.32,72,1024,2026-03-31 02:01:04
Brussels,5.92,77,1024,2026-03-31 02:01:04
Vienna,5.58,74,1014,2026-03-31 02:01:04
Zurich,3.35,91,1021,2026-03-31 02:01:05
Stockholm,3.62,90,1008,2026-03-31 02:01:05
Oslo,0.86,92,1003,2026-03-31 02:01:05
Copenhagen,3.96,88,1012,2026-03-31 02:01:05
Helsinki,-0.81,95,1012,2026-03-31 02:01:05
New York,21.09,37,1017,2026-03-31 02:01:05
Los Angeles,23.32,57,1016,2026-03-31 02:01:06
Chicago,26.45,58,1009,2026-03-31 02:01:06
Houston,28.87,53,1017,2026-03-31 02:01:06
Phoenix,33.29,25,1012,2026-03-31 02:01:06
San Antonio,30.56,37,1014,2026-03-31 02:01:06
San Diego,21.5,74,1016,2026-03-31 02:01:06
Dallas,27.5,56,1016,2026-03-31 02:01:06
San Jose,27.3,30,1013,2026-03-31 02:01:07
San Francisco,20.54,51,1014,2026-03-31 02:01:07
Toronto,17.86,39,1013,2026-03-31 02:01:07
Vancouver,7.4,63,1024,2026-03-31 02:01:07
Montreal,13.37,46,1010,2026-03-31 02:01:07
Mexico City,17.75,36,1018,2026-03-31 02:01:07
Guadalajara,22.87,28,1012,2026-03-31 02:01:08
Tokyo,16.98,81,1014,2026-03-31 02:01:08
Osaka,14.93,88,1008,2026-03-31 02:01:08
Seoul,9.76,100,1009,2026-03-31 02:01:08
Busan,10.99,93,1002,2026-03-31 02:01:08
Beijing,6.94,35,1014,2026-03-31 02:01:08
Shanghai,13.92,82,1014,2026-03-31 02:01:08
Shenzhen,23.88,92,1009,2026-03-31 02:01:09
Guangzhou,23.66,79,1009,2026-03-31 02:01:09
Bangkok,29.86,60,1009,2026-03-31 02:01:09
Jakarta,25.32,97,1010,2026-03-31 02:01:09
Manila,26.7,79,1011,2026-03-31 02:01:09
Singapore,27.22,88,1010,2026-03-31 02:01:09
Kuala Lumpur,26.4,88,1010,2026-03-31 02:01:10
Dubai,22.73,69,1010,2026-03-31 02:01:10
Abu Dhabi,23.75,60,1010,2026-03-31 02:01:10
Riyadh,25.48,33,1009,2026-03-31 02:01:10
Doha,23.99,60,1008,2026-03-31 02:01:10
Istanbul,9.82,98,1009,2026-03-31 02:01:10
Sydney,14.0,91,1025,2026-03-31 02:01:11
Melbourne,25.1,71,1024,2026-03-31 02:01:11
Brisbane,18.63,80,1022,2026-03-31 02:01:11
Perth,18.01,63,1015,2026-03-31 02:01:11
Auckland,17.9,65,1014,2026-03-31 02:01:11
Wellington,14.8,86,1016,2026-03-31 02:01:11
Sao Paulo,22.82,79,1016,2026-03-31 02:01:12
Rio de Janeiro,26.01,69,1011,2026-03-31 02:01:12
Buenos Aires,26.27,82,1013,2026-03-31 02:01:12
Santiago,28.44,31,1012,2026-03-31 02:01:12
Lima,23.14,73,1009,2026-03-31 02:01:12
Bogota,16.54,63,1014,2026-03-31 02:01:13
Cape Town,19.25,73,1013,2026-03-31 02:01:13
Johannesburg,20.6,68,1016,2026-03-31 02:01:13
Cairo,17.42,55,1013,2026-03-31 02:01:13
Lagos,27.15,78,1008,2026-03-31 02:01:13
Nairobi,17.62,82,1014,2026-03-31 02:01:13
Casablanca,15.74,59,1022,2026-03-31 02:01:14
Accra,27.94,76,1009,2026-03-31 02:01:14
Addis Ababa,15.11,77,1015,2026-03-31 02:01:14
Algiers,13.23,42,1023,2026-03-31 02:01:14
Tunis,17.7,39,1015,2026-03-31 02:01:14
Athens,14.08,70,1008,2026-03-31 02:01:14
Budapest,5.55,86,1010,2026-03-31 02:01:15
Prague,4.58,80,1015,2026-03-31 02:01:15
Warsaw,7.6,72,1010,2026-03-31 02:01:15
Lisbon,15.94,58,1028,2026-03-31 02:01:15
Karachi,23.9,53,1009,2026-03-31 02:01:15
Dhaka,25.99,89,1008,2026-03-31 02:01:15
Colombo,27.24,84,1009,2026-03-31 02:01:16
Kathmandu,16.12,100,1011,2026-03-31 02:01:16
Tashkent,18.12,62,1009,2026-03-31 02:01:16
Seattle,8.35,64,1023,2026-03-31 02:01:16
Boston,19.01,43,1014,2026-03-31 02:01:16
Philadelphia,20.22,53,1020,2026-03-31 02:01:16
Detroit,21.56,51,1012,2026-03-31 02:01:17
Anchorage,-1.94,57,1015,2026-03-31 02:01:17
Quito,16.53,86,1013,2026-03-31 02:01:17
La Paz,15.99,44,1016,2026-03-31 02:01:17
Montevideo,25.59,83,1014,2026-03-31 02:01:17
Asuncion,35.14,45,1010,2026-03-31 02:01:17
Caracas,23.67,74,1012,2026-03-31 02:01:18
Dar es Salaam,26.26,85,1011,2026-03-31 02:01:18
Kampala,19.32,84,1010,2026-03-31 02:01:18
Harare,19.9,80,1015,2026-03-31 02:01:18
Dakar,22.36,88,1009,2026-03-31 02:01:18
Tripoli,16.92,63,1014,2026-03-31 02:01:19
Mumbai,27.99,78,1009,2026-03-31 03:01:02
Delhi,22.05,78,1009,2026-03-31 03:01:02
Bangalore,23.67,69,1010,2026-03-31 03:01:02
Chennai,27.77,81,1008,2026-03-31 03:01:03
Kolkata,23.97,83,1006,2026-03-31 03:01:03
Hyderabad,25.73,78,1009,2026-03-31 03:01:03
London,9.3,63,1028,2026-03-31 03:01:03
Manchester,8.86,73,1027,2026-03-31 03:01:03
Paris,9.2,74,1027,2026-03-31 03:01:03
Berlin,2.32,86,1016,2026-03-31 03:01:04
Madrid,12.54,58,1027,2026-03-31 03:01:04
Rome,22.71,56,1024,2026-03-31 03:01:04
Amsterdam,5.6,72,1024,2026-03-31 03:01:04
Brussels,4.69,82,1025,2026-03-31 03:01:04
Vienna,5.62,73,1013,2026-03-31 03:01:04
Zurich,2.94,91,1021,2026-03-31 03:01:05
Stockholm,3.62,90,1008,2026-03-31 03:01:05
Oslo,1.42,93,1003,2026-03-31 03:01:05
Copenhagen,3.18,91,1013,2026-03-31 03:01:05
Helsinki,-0.2,94,1012,2026-03-31 03:01:05
New York,20.92,43,1017,2026-03-31 03:01:05
Los Angeles,23.04,59,1015,2026-03-31 03:01:06
Chicago,27.24,57,1008,2026-03-31 03:01:06
Houston,28.56,54,1017,2026-03-31 03:01:06
Phoenix,33.49,25,1010,2026-03-31 03:01:06
San Antonio,30.78,36,1013,2026-03-31 03:01:06
San Diego,21.59,74,1016,2026-03-31 03:01:06
Dallas,28.08,53,1015,2026-03-31 03:01:06
San Jose,27.16,31,1013,2026-03-31 03:01:07
San Francisco,19.08,65,1014,2026-03-31 03:01:07
Toronto,18.15,39,1012,2026-03-31 03:01:07
Vancouver,7.82,62,1023,2026-03-31 03:01:07
Montreal,12.85,43,1012,2026-03-31 03:01:07
Mexico City,17.75,36,1016,2026-03-31 03:01:07
Guadalajara,23.87,29,1015,2026-03-31 03:01:08
Tokyo,16.99,84,1014,2026-03-31 03:01:08
Osaka,16.54,77,1008,2026-03-31 03:01:08
Seoul,9.76,100,1009,2026-03-31 03:01:08
Busan,10.99,93,1003,2026-03-31 03:01:08
Beijing,7.94,40,1013,2026-03-31 03:01:08
Shanghai,13.92,82,1014,2026-03-31 03:01:08
Shenzhen,24.05,91,1009,2026-03-31 03:01:09
Guangzhou,23.69,86,1008,2026-03-31 03:01:09
Bangkok,26.94,75,1009,2026-03-31 03:01:09
Jakarta,25.41,98,1011,2026-03-31 03:01:09
Manila,26.39,80,1011,2026-03-31 03:01:09
Singapore,27.11,90,1009,2026-03-31 03:01:09
Kuala Lumpur,26.75,89,1009,2026-03-31 03:01:09
Dubai,22.64,68,1010,2026-03-31 03:01:10
Abu Dhabi,23.74,60,1010,2026-03-31 03:01:10
Riyadh,24.0,35,1010,2026-03-31 03:01:10
Doha,22.99,68,1007,2026-03-31 03:01:10
Istanbul,10.21,97,1009,2026-03-31 03:01:10
Sydney,15.27,88,1025,2026-03-31 03:01:10
Melbourne,25.09,71,1024,2026-03-31 03:01:11
Brisbane,20.26,75,1022,2026-03-31 03:01:11
Perth,18.13,61,1015,2026-03-31 03:01:11
Auckland,18.97,66,1015,2026-03-31 03:01:11
Wellington,14.2,94,1016,2026-03-31 03:01:11
Sao Paulo,21.87,78,1016,2026-03-31 03:01:11
Rio de Janeiro,25.22,79,1012,2026-03-31 03:01:12
Buenos Aires,25.86,87,1013,2026-03-31 03:01:12
Santiago,28.08,33,1012,2026-03-31 03:01:12
Lima,22.14,78,1009,2026-03-31 03:01:12
Bogota,16.16,64,1014,2026-03-31 03:01:12
Cape Town,19.14,73,1013,2026-03-31 03:01:12
Johannesburg,19.96,71,1016,2026-03-31 03:01:13
Cairo,17.42,59,1013,2026-03-31 03:01:13
Lagos,27.16,79,1008,2026-03-31 03:01:13
Nairobi,16.62,88,1014,2026-03-31 03:01:13
Casablanca,14.12,63,1023,2026-03-31 03:01:13
Accra,27.83,77,1009,2026-03-31 03:01:13
Addis Ababa,16.49,77,1015,2026-03-31 03:01:14
Algiers,13.23,43,1023,2026-03-31 03:01:14
Tunis,16.63,45,1015,2026-03-31 03:01:14
Athens,13.58,75,1008,2026-03-31 03:01:14
Budapest,5.55,86,1010,2026-03-31 03:01:14
Prague,4.25,81,1015,2026-03-31 03:01:14
Warsaw,7.89,67,1011,2026-03-31 03:01:14
Lisbon,15.15,61,1028,2026-03-31 03:01:15
Karachi,23.9,53,1008,2026-03-31 03:01:15
Dhaka,25.99,89,1008,2026-03-31 03:01:15
Colombo,27.24,81,1008,2026-03-31 03:01:15
Kathmandu,17.12,100,1011,2026-03-31 03:01:15
Tashkent,17.9,63,1009,2026-03-31 03:01:15
Seattle,9.44,55,1022,2026-03-31 03:01:16
Boston,18.51,46,1014,2026-03-31 03:01:16
Philadelphia,19.24,57,1020,2026-03-31 03:01:16
Detroit,21.55,50,1011,2026-03-31 03:01:16
Anchorage,-0.61,52,1015,2026-03-31 03:01:16
Quito,11.53,89,1014,2026-03-31 03:01:17
La Paz,13.99,50,1017,2026-03-31 03:01:17
Montevideo,24.83,86,1014,2026-03-31 03:01:17
Asuncion,34.58,48,1010,2026-03-31 03:01:17
Caracas,22.67,78,1013,2026-03-31 03:01:18
Dar es Salaam,26.0,86,1010,2026-03-31 03:01:18
Kampala,19.32,84,1010,2026-03-31 03:01:18
Harare,16.48,89,1015,2026-03-31 03:01:18
Dakar,22.36,88,1009,2026-03-31 03:01:18
Tripoli,15.92,63,1014,2026-03-31 03:01:18
Mumbai,27.99,74,1009,2026-03-31 04:01:02
Delhi,22.05,78,1008,2026-03-31 04:01:02
Bangalore,23.07,72,1010,2026-03-31 04:01:03
Chennai,27.77,81,1008,2026-03-31 04:01:03
Kolkata,22.97,94,1007,2026-03-31 04:01:03
Hyderabad,25.73,73,1009,2026-03-31 04:01:03
London,9.17,65,1028,2026-03-31 04:01:03
Manchester,7.96,83,1028,2026-03-31 04:01:03
Paris,9.0,74,1027,2026-03-31 04:01:03
Berlin,2.52,87,1017,2026-03-31 04:01:04
Madrid,12.27,58,1027,2026-03-31 04:01:04
Rome,22.89,58,1024,2026-03-31 04:01:04
Amsterdam,4.98,75,1024,2026-03-31 04:01:04
Brussels,3.74,84,1026,2026-03-31 04:01:04
Vienna,5.25,74,1013,2026-03-31 04:01:04
Zurich,2.82,91,1022,2026-03-31 04:01:04
Stockholm,3.62,93,1008,2026-03-31 04:01:05
Oslo,1.42,94,1004,2026-03-31 04:01:05
Copenhagen,3.67,89,1014,2026-03-31 04:01:05
Helsinki,0.34,92,1011,2026-03-31 04:01:05
New York,20.11,46,1018,2026-03-31 04:01:05
